Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
,21666,,maryland,1257,queen anne's,
,13027,,new york,2750,cayuga,
,21671,,maryland,1000,talbot,
,17603,,pennsylvania,1536,lancaster,
,17601,,pennsylvania,5550,lancaster,
,17067,,pennsylvania,100,berks,
,21015,,maryland,500,harford,
,17606,,pennsylvania,225,lancaster,
,21040,,maryland,2505,harford,
,23508,,virginia,300,norfolk,
,17543,,pennsylvania,758,lancaster,
,21009,,maryland,10,harford,
,23510,,virginia,3000,norfolk,
,23505,,virginia,500,norfolk,
,21619,,maryland,750,queen anne's,
,13053,,new york,775,tompkins,
,22539,,virginia,900,northumberland,
,23504,,virginia,50,norfolk,
,17584,,pennsylvania,450,lancaster,
,23509,,virginia,10,norfolk,
,13827,,new york,1822,tioga,
,21028,,maryland,2250,harford,
,23320,,virginia,2000,chesapeake,
,23513,,virginia,30,norfolk,
,27909,,north carolina,34,pasquotank,
,21663,,maryland,4200,talbot,
,13219,,new york,500,onondaga,
,23518,,virginia,2222,norfolk,
,13215,,new york,9,onondaga,
,17901,,pennsylvania,250,schuylkill,
,21638,,maryland,500,queen anne's,
,23502,,virginia,9400,norfolk,
,21662,,maryland,3500,talbot,
,17501,,pennsylvania,50,lancaster,
,13064,,new york,300,cayuga,
,13088,,new york,250,onondaga,
,13041,,new york,20,onondaga,
,23464,,virginia,205,virginia beach,
,17522,,pennsylvania,450,lancaster,
,23462,,virginia,200,virginia beach,
,17566,,pennsylvania,2000,lancaster,
,21654,,maryland,2500,talbot,
,23455,,virginia,3500,virginia beach,
,13203,,new york,403,onondaga,
,13159,,new york,250,cortland,
,13210,,new york,5208,onondaga,
,13084,,new york,45,onondaga,
,13206,,new york,400,onondaga,
,13224,,new york,871,onondaga,
,13685,,new york,250,jefferson,
,21620,,maryland,3756,queen anne's,
,21613,,maryland,70,dorchester,
,19565,,pennsylvania,102,berks,
,21601,,maryland,2008,talbot,
,13214,,new york,3775,onondaga,
,13078,,new york,15778,onondaga,
,23456,,virginia,260,virginia beach,
,21911,,maryland,1172,cecil,
,21617,,maryland,1750,queen anne's,
,13760,,new york,2822,broome,
,23457,,virginia,350,virginia beach,
,23454,,virginia,6487,virginia beach,
,13850,,new york,250,broome,
,19608,,pennsylvania,1500,berks,
,23451,,virginia,1500,virginia beach,
,18252,,pennsylvania,1700,schuylkill,
,18612,,pennsylvania,750,wyoming,
,19363,,pennsylvania,1705,lancaster,
,27960,,north carolina,500,hyde,
,13158,,new york,200,onondaga,
,23310,,virginia,1000,northampton,
,19610,,pennsylvania,8961,berks,
,21623,,maryland,500,queen anne's,
,18651,,pennsylvania,5,luzerne,
,23347,,virginia,2700,northampton,
,18708,,pennsylvania,4500,luzerne,
,19605,,pennsylvania,1750,berks,
,13905,,new york,1296,broome,
,18707,,pennsylvania,3000,luzerne,
,13601,,new york,500,lewis,
,18704,,pennsylvania,2500,luzerne,
,13901,,new york,250,broome,
,19344,,pennsylvania,410,lancaster,
,18701,,pennsylvania,2650,luzerne,
,18702,,pennsylvania,2335,luzerne,
,19606,,pennsylvania,2750,berks,
,21607,,maryland,1000,queen anne's,
,18705,,pennsylvania,1006,luzerne,
,19390,,pennsylvania,201,chester,
,19508,,pennsylvania,1253,berks,
,19320,,pennsylvania,250,chester,
,18643,,pennsylvania,3000,luzerne,
,13691,,new york,150,jefferson,
,21856,,maryland,250,wicomico,
,18640,,pennsylvania,2825,luzerne,
,19530,,pennsylvania,950,berks,
,19372,,pennsylvania,15,chester,
,18602,,pennsylvania,250,luzerne,
,19343,,pennsylvania,1750,chester,
,19711,,delaware,2725,new castle,
,27949,,north carolina,1250,dare,
,19713,,delaware,500,new castle,
,19335,,pennsylvania,4284,chester,
,19702,,delaware,250,new castle,
,18507,,pennsylvania,4250,lackawanna,
,19348,,pennsylvania,11132,chester,
,18411,,pennsylvania,8505,lackawanna,
,18471,,pennsylvania,6400,lackawanna,
,18235,,pennsylvania,7500,carbon,
,21853,,maryland,25,somerset,
,18229,,pennsylvania,200,carbon,
,18504,,pennsylvania,250,lackawanna,
,19707,,delaware,2595,new castle,
,19539,,pennsylvania,2000,lehigh,
,13054,,new york,395,oneida,
,18505,,pennsylvania,250,lackawanna,
,18503,,pennsylvania,1500,lackawanna,
,19808,,delaware,1790,new castle,
,19465,,pennsylvania,15,chester,
,18509,,pennsylvania,4950,lackawanna,
,13421,,new york,8700,oneida,
,18510,,pennsylvania,550,lackawanna,
,19425,,pennsylvania,10438,chester,
,13826,,new york,250,broome,
,19464,,pennsylvania,250,montgomery,
,19341,,pennsylvania,6300,chester,
,18512,,pennsylvania,500,lackawanna,
,19952,,delaware,900,sussex,
,27959,,north carolina,1000,dare,
,19973,,delaware,308,sussex,
,19933,,delaware,225,sussex,
,18069,,pennsylvania,4000,lehigh,
,18447,,pennsylvania,737,lackawanna,
,19807,,delaware,18500,new castle,
,19382,,pennsylvania,9874,chester,
,19317,,pennsylvania,11881,delaware,
,19380,,pennsylvania,6385,chester,
,19706,,delaware,10,new castle,
,19720,,delaware,126737,new castle,
,18106,,pennsylvania,250,lehigh,
,19710,,delaware,10800,new castle,
,19805,,delaware,1333,new castle,
,19475,,pennsylvania,500,chester,
,19732,,delaware,750,new castle,
,18847,,pennsylvania,220,susquehanna,
,21804,,maryland,750,wicomico,
,19806,,delaware,36725,new castle,
,19904,,delaware,750,kent,
,19956,,delaware,1000,sussex,
,18403,,pennsylvania,1250,lackawanna,
,19801,,delaware,13880,new castle,
,19803,,delaware,1950,new castle,
,19468,,pennsylvania,2875,montgomery,
,19355,,pennsylvania,10450,chester,
,13815,,new york,9900,chenango,
,19319,,pennsylvania,500,chester,
,19460,,pennsylvania,1550,chester,
,18104,,pennsylvania,8842,lehigh,
,18092,,pennsylvania,2250,berks,
,18074,,pennsylvania,500,montgomery,
,19901,,delaware,750,kent,
,18041,,pennsylvania,300,lehigh,
,19810,,delaware,3310,new castle,
,19342,,pennsylvania,4877,chester,
,18058,,pennsylvania,50,monroe,
,19809,,delaware,4250,new castle,
,18052,,pennsylvania,5,lehigh,
,18424,,pennsylvania,200,wayne,
,19060,,pennsylvania,1600,delaware,
,19301,,pennsylvania,3772,chester,
,18109,,pennsylvania,2000,northampton,
,18105,,pennsylvania,2500,lehigh,
,18103,,pennsylvania,10500,lehigh,
,19312,,pennsylvania,11484,chester,
,19426,,pennsylvania,3650,montgomery,
,19061,,pennsylvania,5000,delaware,
,19014,,pennsylvania,1521,delaware,
,18334,,pennsylvania,1340,monroe,
,13328,,new york,715,oneida,
,19333,,pennsylvania,1606,chester,
,18034,,pennsylvania,6250,lehigh,
,19073,,pennsylvania,14211,chester,
,19063,,pennsylvania,21944,delaware,
,18036,,pennsylvania,500,lehigh,
,19087,,pennsylvania,58549,montgomery,
,19960,,delaware,214,sussex,
,18472,,pennsylvania,1000,wayne,
,18018,,pennsylvania,12300,lehigh,
,19015,,pennsylvania,250,delaware,
,19438,,pennsylvania,1250,montgomery,
,19403,,pennsylvania,6595,montgomery,
,13323,,new york,450,oneida,
,18015,,pennsylvania,14050,lehigh,
,19406,,pennsylvania,250,montgomery,
,19086,,pennsylvania,7975,delaware,
,18017,,pennsylvania,20900,lehigh,
,18466,,pennsylvania,500,monroe,
,18349,,pennsylvania,500,monroe,
,8001,,new jersey,250,salem,
,19008,,pennsylvania,1250,delaware,
,18951,,pennsylvania,3650,bucks,
,19085,,pennsylvania,30533,delaware,
,19081,,pennsylvania,5723,delaware,
,19401,,pennsylvania,25,montgomery,
,19064,,pennsylvania,1458,delaware,
,18020,,pennsylvania,13350,northampton,
,19010,,pennsylvania,66622,montgomery,
,8085,,new jersey,500,salem,
,18055,,pennsylvania,200,northampton,
,18964,,pennsylvania,200,montgomery,
,8098,,new jersey,7000,salem,
,18955,,pennsylvania,2700,bucks,
,18370,,pennsylvania,15100,monroe,
,18064,,pennsylvania,4700,northampton,
,13492,,new york,1000,oneida,
,19041,,pennsylvania,34231,montgomery,
,19083,,pennsylvania,5627,montgomery,
,19428,,pennsylvania,12811,montgomery,
,19026,,pennsylvania,800,delaware,
,19003,,pennsylvania,11615,montgomery,
,19018,,pennsylvania,500,delaware,
,19440,,pennsylvania,2252,montgomery,
,18342,,pennsylvania,25,monroe,
,19462,,pennsylvania,3400,montgomery,
,19446,,pennsylvania,2250,montgomery,
,19968,,delaware,200,sussex,
,8027,,new jersey,2500,gloucester,
,19035,,pennsylvania,21018,montgomery,
,19422,,pennsylvania,9675,montgomery,
,19096,,pennsylvania,19525,montgomery,
,18323,,pennsylvania,1000,monroe,
,18426,,pennsylvania,500,pike,
,19082,,pennsylvania,3925,delaware,
,18045,,pennsylvania,2775,northampton,
,19050,,pennsylvania,1250,delaware,
,19437,,pennsylvania,2300,montgomery,
,18360,,pennsylvania,2950,monroe,
,18944,,pennsylvania,500,bucks,
,19072,,pennsylvania,5858,montgomery,
,18072,,pennsylvania,250,northampton,
,19444,,pennsylvania,5375,montgomery,
,8056,,new jersey,1200,gloucester,
,19151,,pennsylvania,4746,philadelphia,
,18431,,pennsylvania,1000,wayne,
,19436,,pennsylvania,2700,montgomery,
,19066,,pennsylvania,20508,montgomery,
,19454,,pennsylvania,2730,montgomery,
,8302,,new jersey,4500,cumberland,
,19966,,delaware,78,sussex,
,19142,,pennsylvania,16,philadelphia,
,19004,,pennsylvania,10575,montgomery,
,19139,,pennsylvania,40,philadelphia,
,19143,,pennsylvania,225,philadelphia,
,13501,,new york,250,oneida,
,19131,,pennsylvania,18494,philadelphia,
,18040,,pennsylvania,1785,northampton,
,19128,,pennsylvania,8716,philadelphia,
,18042,,pennsylvania,1000,northampton,
,8062,,new jersey,29550,gloucester,
,19939,,delaware,250,sussex,
,19031,,pennsylvania,1216,montgomery,
,19002,,pennsylvania,9925,montgomery,
,19118,,pennsylvania,16680,philadelphia,
,18914,,pennsylvania,8000,bucks,
,19034,,pennsylvania,1700,montgomery,
,19104,,pennsylvania,45150,philadelphia,
,21811,,maryland,1425,worcester,
,19112,,pennsylvania,500,philadelphia,
,19119,,pennsylvania,44614,philadelphia,
,19075,,pennsylvania,250,montgomery,
,19129,,pennsylvania,7702,philadelphia,
,19145,,pennsylvania,7500,philadelphia,
,8086,,new jersey,1600,gloucester,
,19146,,pennsylvania,11396,philadelphia,
,8063,,new jersey,1500,gloucester,
,8051,,new jersey,1000,gloucester,
,19121,,pennsylvania,6725,philadelphia,
,19103,,pennsylvania,161473,philadelphia,
,8865,,new jersey,2525,warren,
,19130,,pennsylvania,19342,philadelphia,
,19144,,pennsylvania,2030,philadelphia,
,19150,,pennsylvania,21,montgomery,
,19132,,pennsylvania,1500,philadelphia,
,19038,,pennsylvania,9800,montgomery,
,19102,,pennsylvania,15052,philadelphia,
,19958,,delaware,1170,sussex,
,18942,,pennsylvania,500,bucks,
,19025,,pennsylvania,1200,montgomery,
,18301,,pennsylvania,33900,monroe,
,19107,,pennsylvania,40150,philadelphia,
,19148,,pennsylvania,1060,philadelphia,
,19138,,pennsylvania,450,philadelphia,
,19147,,pennsylvania,10396,philadelphia,
,8090,,new jersey,3700,gloucester,
,19123,,pennsylvania,3458,philadelphia,
,19095,,pennsylvania,5800,montgomery,
,19106,,pennsylvania,28419,philadelphia,
,13617,,new york,250,st. lawrence,
,19044,,pennsylvania,2600,montgomery,
,19122,,pennsylvania,200,philadelphia,
,18428,,pennsylvania,775,wayne,
,18976,,pennsylvania,250,bucks,
,8093,,new jersey,2750,gloucester,
,8096,,new jersey,9750,gloucester,
,8071,,new jersey,1000,gloucester,
,18901,,pennsylvania,7060,bucks,
,18972,,pennsylvania,1000,bucks,
,19027,,pennsylvania,5457,montgomery,
,19120,,pennsylvania,1500,philadelphia,
,8028,,new jersey,3000,gloucester,
,18947,,pennsylvania,2900,bucks,
,8030,,new jersey,1500,camden,
,8102,,new jersey,15161,camden,
,8103,,new jersey,1750,camden,
,8886,,new jersey,1000,warren,
,18343,,pennsylvania,250,northampton,
,19046,,pennsylvania,26526,montgomery,
,19040,,pennsylvania,200,montgomery,
,8080,,new jersey,8000,gloucester,
,19012,,pennsylvania,250,montgomery,
,18356,,pennsylvania,25,monroe,
,19970,,delaware,500,sussex,
,19971,,delaware,14700,sussex,
,18929,,pennsylvania,250,bucks,
,8031,,new jersey,5750,camden,
,18902,,pennsylvania,6750,bucks,
,18974,,pennsylvania,1380,bucks,
,19124,,pennsylvania,2050,philadelphia,
,8107,,new jersey,500,camden,
,19111,,pennsylvania,2010,philadelphia,
,18920,,pennsylvania,250,bucks,
,18950,,pennsylvania,500,bucks,
,8106,,new jersey,250,camden,
,21842,,maryland,2500,worcester,
,19149,,pennsylvania,500,philadelphia,
,8035,,new jersey,6550,camden,
,8108,,new jersey,21732,camden,
,18925,,pennsylvania,450,bucks,
,19006,,pennsylvania,5518,bucks,
,19930,,delaware,1000,sussex,
,8110,,new jersey,250,camden,
,8012,,new jersey,500,gloucester,
,13820,,new york,80,otsego,
,8109,,new jersey,1525,camden,
,19152,,pennsylvania,250,philadelphia,
,18913,,pennsylvania,1850,bucks,
,19115,,pennsylvania,7900,philadelphia,
,8033,,new jersey,16600,camden,
,8332,,new jersey,600,cumberland,
,8045,,new jersey,333,camden,
,8065,,new jersey,2775,burlington,
,8083,,new jersey,25,camden,
,8002,,new jersey,2252,camden,
,8360,,new jersey,6500,gloucester,
,19116,,pennsylvania,48967,philadelphia,
,8084,,new jersey,225,camden,
,18966,,pennsylvania,7200,bucks,
,18954,,pennsylvania,1450,bucks,
,19114,,pennsylvania,1250,philadelphia,
,8034,,new jersey,10736,camden,
,8077,,new jersey,2450,burlington,
,18324,,pennsylvania,225,monroe,
,8021,,new jersey,1091,camden,
,8052,,new jersey,1500,burlington,
,18938,,pennsylvania,19763,bucks,
,13439,,new york,50,otsego,
,8081,,new jersey,1453,camden,
,19053,,pennsylvania,1060,bucks,
,19154,,pennsylvania,4600,philadelphia,
,8003,,new jersey,37430,camden,
,8559,,new jersey,700,hunterdon,
,8867,,new jersey,2225,hunterdon,
,8043,,new jersey,20612,camden,
,8094,,new jersey,4000,gloucester,
,18328,,pennsylvania,275,pike,
,8075,,new jersey,9350,burlington,
,13676,,new york,630,st. lawrence,
,8057,,new jersey,19620,burlington,
,13420,,new york,10,herkimer,
,12776,,new york,500,delaware,
,18940,,pennsylvania,38490,bucks,
,19020,,pennsylvania,3600,bucks,
,8009,,new jersey,5000,camden,
,8530,,new jersey,1250,hunterdon,
,18458,,pennsylvania,500,pike,
,8204,,new jersey,2024,cape may,
,12748,,new york,200,sullivan,
,13326,,new york,2580,otsego,
,8010,,new jersey,771,burlington,
,19047,,pennsylvania,4775,bucks,
,7865,,new jersey,250,warren,
,12720,,new york,500,sullivan,
,8053,,new jersey,15420,burlington,
,8054,,new jersey,22066,burlington,
,19021,,pennsylvania,75,bucks,
,8801,,new jersey,1500,hunterdon,
,19056,,pennsylvania,250,bucks,
,18337,,pennsylvania,9215,pike,
,8046,,new jersey,2255,burlington,
,8340,,new jersey,300,cumberland,
,18977,,pennsylvania,1550,bucks,
,8004,,new jersey,1250,camden,
,8095,,new jersey,8700,camden,
,8560,,new jersey,750,mercer,
,12786,,new york,2000,sullivan,
,19007,,pennsylvania,40,bucks,
,8822,,new jersey,6000,hunterdon,
,8551,,new jersey,1000,hunterdon,
,19030,,pennsylvania,250,bucks,
,12770,,new york,12,sullivan,
,8833,,new jersey,2022,hunterdon,
,8628,,new jersey,4535,mercer,
,8260,,new jersey,600,cape may,
,19054,,pennsylvania,500,bucks,
,7830,,new jersey,1250,hunterdon,
,8055,,new jersey,8429,burlington,
,19067,,pennsylvania,31237,bucks,
,12778,,new york,1000,sullivan,
,8048,,new jersey,900,burlington,
,8060,,new jersey,4750,burlington,
,8534,,new jersey,10280,mercer,
,7853,,new jersey,23,morris,
,8525,,new jersey,1850,hunterdon,
,8618,,new jersey,950,mercer,
,8037,,new jersey,300,atlantic,
,8889,,new jersey,2750,hunterdon,
,8608,,new jersey,174371,mercer,
,8638,,new jersey,4485,mercer,
,13613,,new york,100,st. lawrence,
,8611,,new jersey,550,mercer,
,18340,,pennsylvania,2000,pike,
,7828,,new jersey,250,morris,
,12754,,new york,5000,sullivan,
,8629,,new jersey,260,mercer,
,12768,,new york,500,sullivan,
,8648,,new jersey,2377,mercer,
,8202,,new jersey,1400,cape may,
,8853,,new jersey,1080,hunterdon,
,7979,,new jersey,500,somerset,
,13842,,new york,200,delaware,
,8610,,new jersey,847,mercer,
,8505,,new jersey,3000,burlington,
,7874,,new jersey,500,warren,
,8558,,new jersey,5950,mercer,
,8022,,new jersey,6450,burlington,
,8088,,new jersey,7250,burlington,
,7836,,new jersey,3000,morris,
,8243,,new jersey,2500,cape may,
,8619,,new jersey,500,mercer,
,7930,,new jersey,2750,morris,
,13655,,new york,5100,franklin,
,12747,,new york,250,sullivan,
,7843,,new jersey,10,sussex,
,8542,,new jersey,5200,mercer,
,7921,,new jersey,1149,somerset,
,8515,,new jersey,250,burlington,
,8844,,new jersey,2114,somerset,
,8540,,new jersey,47362,mercer,
,12455,,new york,254,ulster,
,7931,,new jersey,15350,somerset,
,8502,,new jersey,10475,somerset,
,8876,,new jersey,200,hunterdon,
,7871,,new jersey,1190,sussex,
,12779,,new york,750,sullivan,
,8807,,new jersey,6642,somerset,
,8215,,new jersey,300,atlantic,
,8528,,new jersey,2550,somerset,
,8550,,new jersey,16633,mercer,
,7945,,new jersey,12500,morris,
,8226,,new jersey,16,cape may,
,8691,,new jersey,500,monmouth,
,12775,,new york,1500,sullivan,
,8536,,new jersey,3741,middlesex,
,13459,,new york,250,montgomery,
,8501,,new jersey,250,mercer,
,7924,,new jersey,1350,somerset,
,7869,,new jersey,10475,morris,
,8221,,new jersey,250,atlantic,
,7920,,new jersey,20037,somerset,
,8015,,new jersey,25,burlington,
,8823,,new jersey,525,somerset,
,8824,,new jersey,6600,middlesex,
,8225,,new jersey,800,atlantic,
,8836,,new jersey,3500,somerset,
,8852,,new jersey,800,middlesex,
,8520,,new jersey,15,mercer,
,8403,,new jersey,1500,atlantic,
,8512,,new jersey,250,mercer,
,8232,,new jersey,50,atlantic,
,7460,,new jersey,50,sussex,
,7462,,new jersey,500,sussex,
,8873,,new jersey,29330,somerset,
,8402,,new jersey,7900,atlantic,
,7866,,new jersey,250,morris,
,8205,,new jersey,300,atlantic,
,8846,,new jersey,250,middlesex,
,7059,,new jersey,15960,somerset,
,7976,,new jersey,4200,morris,
,7834,,new jersey,1000,morris,
,8514,,new jersey,2700,ocean,
,7960,,new jersey,92440,morris,
,8902,,new jersey,2100,middlesex,
,7950,,new jersey,913,morris,
,8406,,new jersey,5000,atlantic,
,8555,,new jersey,213,monmouth,
,7933,,new jersey,500,morris,
,12187,,new york,750,schoharie,
,12986,,new york,155,st. lawrence,
,8854,,new jersey,2995,middlesex,
,8224,,new jersey,2500,burlington,
,12410,,new york,250,ulster,
,8901,,new jersey,3805,middlesex,
,7069,,new jersey,4750,somerset,
,7046,,new jersey,14400,morris,
,10940,,new york,2000,orange,
,8850,,new jersey,250,middlesex,
,8401,,new jersey,1950,atlantic,
,7922,,new jersey,2600,union,
,8831,,new jersey,9845,middlesex,
,7981,,new jersey,250,morris,
,8904,,new jersey,358,middlesex,
,7060,,new jersey,500,somerset,
,8510,,new jersey,8150,monmouth,
,7054,,new jersey,300,morris,
,7940,,new jersey,7775,morris,
,7005,,new jersey,750,morris,
,7080,,new jersey,1050,middlesex,
,8816,,new jersey,3053,middlesex,
,7062,,new jersey,250,union,
,7974,,new jersey,250,union,
,8817,,new jersey,800,middlesex,
,7928,,new jersey,18300,morris,
,7932,,new jersey,2500,morris,
,7023,,new jersey,250,union,
,8203,,new jersey,3500,atlantic,
,12092,,new york,500,schoharie,
,7076,,new jersey,6037,union,
,7480,,new jersey,425,passaic,
,8759,,new jersey,247,ocean,
,7045,,new jersey,6300,morris,
,7936,,new jersey,300,morris,
,7901,,new jersey,34210,union,
,7405,,new jersey,10400,morris,
,8840,,new jersey,4725,middlesex,
,10941,,new york,225,orange,
,10990,,new york,1325,orange,
,8820,,new jersey,7800,middlesex,
,7092,,new jersey,2150,union,
,8872,,new jersey,6550,middlesex,
,7082,,new jersey,10750,morris,
,7090,,new jersey,7800,union,
,12078,,new york,42,fulton,
,7058,,new jersey,4250,morris,
,7726,,new jersey,8250,monmouth,
,10924,,new york,9250,orange,
,7403,,new jersey,13,passaic,
,8857,,new jersey,2450,middlesex,
,7078,,new jersey,86322,essex,
,12464,,new york,7450,ulster,
,8527,,new jersey,3515,ocean,
,7081,,new jersey,500,union,
,7039,,new jersey,58415,essex,
,8830,,new jersey,2250,middlesex,
,12976,,new york,105,franklin,
,12122,,new york,32,schoharie,
,7067,,new jersey,1750,middlesex,
,8863,,new jersey,300,middlesex,
,7066,,new jersey,5425,union,
,7068,,new jersey,23000,essex,
,7016,,new jersey,4250,union,
,8859,,new jersey,6,middlesex,
,12157,,new york,250,schoharie,
,7041,,new jersey,1750,essex,
,7440,,new jersey,5208,morris,
,7004,,new jersey,5250,essex,
,7035,,new jersey,625,morris,
,7442,,new jersey,250,passaic,
,8092,,new jersey,850,ocean,
,7095,,new jersey,205,middlesex,
,7065,,new jersey,1000,union,
,7021,,new jersey,40400,essex,
,7001,,new jersey,2500,middlesex,
,7006,,new jersey,15823,essex,
,8861,,new jersey,750,middlesex,
,8879,,new jersey,1500,middlesex,
,7728,,new jersey,3487,monmouth,
,8005,,new jersey,775,ocean,
,7083,,new jersey,550,union,
,7040,,new jersey,20960,essex,
,7204,,new jersey,1568,union,
,7751,,new jersey,6450,monmouth,
,7746,,new jersey,6750,monmouth,
,10918,,new york,450,orange,
,7203,,new jersey,250,union,
,8050,,new jersey,1500,ocean,
,7079,,new jersey,19375,essex,
,10914,,new york,300,orange,
,7052,,new jersey,19693,essex,
,7036,,new jersey,750,union,
,7470,,new jersey,4050,passaic,
,12070,,new york,1500,montgomery,
,10307,,new york,5500,richmond,
,7044,,new jersey,250,essex,
,7436,,new jersey,1400,bergen,
,7050,,new jersey,3500,essex,
,12404,,new york,35,ulster,
,7111,,new jersey,735,essex,
,8755,,new jersey,2025,ocean,
,7106,,new jersey,250,essex,
,7008,,new jersey,2500,middlesex,
,7009,,new jersey,1500,essex,
,7205,,new jersey,50,union,
,7208,,new jersey,12145,union,
,7018,,new jersey,580,essex,
,7512,,new jersey,1018,passaic,
,7202,,new jersey,1000,union,
,7042,,new jersey,32770,essex,
,7424,,new jersey,3779,passaic,
,10309,,new york,1500,richmond,
,7112,,new jersey,500,essex,
,10987,,new york,43400,orange,
,8701,,new jersey,6000,ocean,
,7417,,new jersey,13200,bergen,
,12481,,new york,10600,ulster,
,7017,,new jersey,5183,essex,
,7028,,new jersey,5961,essex,
,7043,,new jersey,19800,passaic,
,7108,,new jersey,2856,essex,
,8722,,new jersey,25,ocean,
,10950,,new york,4235,orange,
,7103,,new jersey,400,essex,
,7003,,new jersey,1790,essex,
,7107,,new jersey,750,essex,
,12053,,new york,500,albany,
,7722,,new jersey,26150,monmouth,
,7730,,new jersey,9360,monmouth,
,12010,,new york,3450,schenectady,
,7114,,new jersey,7000,essex,
,10312,,new york,10150,richmond,
,12586,,new york,250,ulster,
,7102,,new jersey,54691,essex,
,7733,,new jersey,17856,monmouth,
,7013,,new jersey,2515,passaic,
,7501,,new jersey,200,passaic,
,12983,,new york,27907,franklin,
,7104,,new jersey,2701,essex,
,7481,,new jersey,12402,bergen,
,8734,,new jersey,10,ocean,
,12484,,new york,3650,ulster,
,10303,,new york,5350,richmond,
,10992,,new york,250,orange,
,7430,,new jersey,5750,bergen,
,7109,,new jersey,2000,essex,
,12409,,new york,33650,ulster,
,12433,,new york,750,ulster,
,7110,,new jersey,4150,essex,
,7524,,new jersey,500,passaic,
,7012,,new jersey,1000,passaic,
,7503,,new jersey,1000,passaic,
,12023,,new york,250,schoharie,
,7506,,new jersey,248,passaic,
,7105,,new jersey,5670,essex,
,8753,,new jersey,5050,ocean,
,10308,,new york,10,richmond,
,7513,,new jersey,500,passaic,
,10314,,new york,5775,richmond,
,7011,,new jersey,1000,passaic,
,7446,,new jersey,6950,bergen,
,12440,,new york,36,ulster,
,7032,,new jersey,2250,hudson,
,10302,,new york,2700,richmond,
,7401,,new jersey,6500,bergen,
,7734,,new jersey,15,monmouth,
,7031,,new jersey,1000,bergen,
,7055,,new jersey,3778,passaic,
,10901,,new york,4706,rockland,
,7452,,new jersey,814,bergen,
,8723,,new jersey,1125,ocean,
,7463,,new jersey,225,bergen,
,7071,,new jersey,3500,bergen,
,7738,,new jersey,3900,monmouth,
,7407,,new jersey,1750,bergen,
,10306,,new york,12150,richmond,
,7002,,new jersey,2500,hudson,
,7748,,new jersey,3050,monmouth,
,7410,,new jersey,1865,bergen,
,10310,,new york,3000,richmond,
,7450,,new jersey,34881,bergen,
,8006,,new jersey,125,ocean,
,7070,,new jersey,2278,bergen,
,12498,,new york,115,ulster,
,12491,,new york,1000,ulster,
,7026,,new jersey,2000,bergen,
,8720,,new jersey,4200,monmouth,
,7423,,new jersey,1571,bergen,
,7073,,new jersey,5200,bergen,
,7458,,new jersey,23135,bergen,
,7663,,new jersey,500,bergen,
,10301,,new york,5700,richmond,
,12056,,new york,500,schenectady,
,10304,,new york,5280,richmond,
,7305,,new jersey,6000,hudson,
,7495,,new jersey,500,bergen,
,7662,,new jersey,3950,bergen,
,7701,,new jersey,71900,monmouth,
,10952,,new york,20700,rockland,
,7311,,new jersey,1000,hudson,
,7604,,new jersey,2000,bergen,
,10305,,new york,16075,richmond,
,7304,,new jersey,1035,hudson,
,7652,,new jersey,5750,bergen,
,7724,,new jersey,964,monmouth,
,7306,,new jersey,1750,hudson,
,7702,,new jersey,1000,monmouth,
,7676,,new jersey,1250,bergen,
,8742,,new jersey,520,ocean,
,7094,,new jersey,2500,hudson,
,7677,,new jersey,2500,bergen,
,12553,,new york,2915,orange,
,8736,,new jersey,1750,monmouth,
,8738,,new jersey,200,ocean,
,7753,,new jersey,2362,monmouth,
,7307,,new jersey,6100,hudson,
,7601,,new jersey,16473,bergen,
,7302,,new jersey,13235,hudson,
,7719,,new jersey,800,monmouth,
,7606,,new jersey,1750,bergen,
,10970,,new york,455,rockland,
,10977,,new york,7250,rockland,
,7642,,new jersey,2950,bergen,
,8750,,new jersey,6250,monmouth,
,10004,,new york,32040,new york,
,12550,,new york,44713,orange,
,7656,,new jersey,41,bergen,
,7739,,new jersey,4250,monmouth,
,7310,,new jersey,1200,hudson,
,7661,,new jersey,500,bergen,
,7704,,new jersey,3200,monmouth,
,7716,,new jersey,1225,monmouth,
,7649,,new jersey,256,bergen,
,7762,,new jersey,6550,monmouth,
,7030,,new jersey,18495,hudson,
,7675,,new jersey,7400,bergen,
,12009,,new york,10400,albany,
,7712,,new jersey,4250,monmouth,
,7087,,new jersey,500,hudson,
,11209,,new york,112247,kings,
,7603,,new jersey,6049,bergen,
,7630,,new jersey,4750,bergen,
,7660,,new jersey,790,bergen,
,12401,,new york,50,ulster,
,7086,,new jersey,5141,hudson,
,7047,,new jersey,9825,hudson,
,7646,,new jersey,500,bergen,
,10280,,new york,3455,new york,
,10965,,new york,4876,rockland,
,7717,,new jersey,2750,monmouth,
,11220,,new york,7475,kings,
,10282,,new york,31664,new york,
,12520,,new york,5400,orange,
,10006,,new york,52980,new york,
,10954,,new york,5453,rockland,
,7757,,new jersey,2000,monmouth,
,7093,,new jersey,18830,hudson,
,11228,,new york,13450,kings,
,10980,,new york,1000,rockland,
,7666,,new jersey,110507,bergen,
,10271,,new york,65183,new york,
,7756,,new jersey,750,monmouth,
,10005,,new york,32627,new york,
,10279,,new york,750,new york,
,10007,,new york,72577,new york,
,7711,,new jersey,2100,monmouth,
